model,pn_num,error_type,text,gold_context,pred_context,category
biomistral,42113,false_negative,insomnia,,['none'],other
biomistral,42113,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,42160,false_negative,decreased appetite,,['none'],other
biomistral,42160,false_negative,weight stable,,['none'],other
biomistral,42160,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,42160,false_negative,insomnia,,['none'],other
biomistral,42160,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,42262,false_negative,decreased appetite,,['none'],other
biomistral,42262,false_negative,weight stable,,['none'],other
biomistral,42262,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,42262,false_negative,insomnia,,['none'],other
biomistral,42262,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,42273,false_negative,decreased appetite,,['none'],other
biomistral,42273,false_negative,weight stable,,['none'],other
biomistral,42273,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,42273,false_negative,insomnia,,['none'],other
biomistral,42273,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,42356,false_negative,decreased appetite,,['none'],other
biomistral,42356,false_negative,weight stable,,['none'],other
biomistral,42356,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,42356,false_negative,insomnia,,['none'],other
biomistral,42356,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,42406,false_negative,decreased appetite,,['none'],other
biomistral,42406,false_negative,weight stable,,['none'],other
biomistral,42406,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,42406,false_negative,insomnia,,['none'],other
biomistral,42406,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,42427,false_negative,decreased appetite,,['none'],other
biomistral,42427,false_negative,weight stable,,['none'],other
biomistral,42427,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,42427,false_negative,insomnia,,['none'],other
biomistral,42427,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,42462,false_negative,decreased appetite,,['none'],other
biomistral,42462,false_negative,weight stable,,['none'],other
biomistral,42462,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,42462,false_negative,insomnia,,['none'],other
biomistral,42462,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,42499,false_negative,decreased appetite,,['none'],other
biomistral,42499,false_negative,weight stable,,['none'],other
biomistral,42499,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,42499,false_negative,insomnia,,['none'],other
biomistral,42499,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,42520,false_negative,decreased appetite,,['none'],other
biomistral,42520,false_negative,weight stable,,['none'],other
biomistral,42520,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,42520,false_negative,insomnia,,['none'],other
biomistral,42520,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,42523,false_negative,decreased appetite,,['none'],other
biomistral,42523,false_negative,weight stable,,['none'],other
biomistral,42523,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,42523,false_negative,insomnia,,['none'],other
biomistral,42523,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,42528,false_negative,decreased appetite,,['none'],other
biomistral,42528,false_negative,weight stable,,['none'],other
biomistral,42528,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,42528,false_negative,insomnia,,['none'],other
biomistral,42528,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,42543,false_negative,decreased appetite,,['none'],other
biomistral,42543,false_negative,weight stable,,['none'],other
biomistral,42543,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,42543,false_negative,insomnia,,['none'],other
biomistral,42543,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,42574,false_negative,decreased appetite,,['none'],other
biomistral,42574,false_negative,weight stable,,['none'],other
biomistral,42574,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,42574,false_negative,insomnia,,['none'],other
biomistral,42574,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,42580,false_negative,decreased appetite,,['none'],other
biomistral,42580,false_negative,weight stable,,['none'],other
biomistral,42580,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,42580,false_negative,insomnia,,['none'],other
biomistral,42580,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,42625,false_negative,decreased appetite,,['none'],other
biomistral,42625,false_negative,weight stable,,['none'],other
biomistral,42625,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,42625,false_negative,insomnia,,['none'],other
biomistral,42625,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,42646,false_negative,decreased appetite,,['none'],other
biomistral,42646,false_negative,weight stable,,['none'],other
biomistral,42646,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,42646,false_negative,insomnia,,['none'],other
biomistral,42646,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,42700,false_negative,decreased appetite,,['none'],other
biomistral,42700,false_negative,weight stable,,['none'],other
biomistral,42700,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,42700,false_negative,insomnia,,['none'],other
biomistral,42700,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,42726,false_negative,decreased appetite,,['none'],other
biomistral,42726,false_negative,weight stable,,['none'],other
biomistral,42726,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,42726,false_negative,insomnia,,['none'],other
biomistral,42726,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,42786,false_negative,decreased appetite,,['none'],other
biomistral,42786,false_negative,weight stable,,['none'],other
biomistral,42786,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,42786,false_negative,insomnia,,['none'],other
biomistral,42786,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,42802,false_positive,anxiety,"['Insomnia', 'Decreased-appetite', 'anxious-OR-nervous', 'Weight-stable', 'Lack-of-other-thyroid-sym",,other
biomistral,42802,false_negative,decreased appetite,,['anxiety'],other
biomistral,42802,false_negative,weight stable,,['anxiety'],other
biomistral,42802,false_negative,anxious or nervous,,['anxiety'],complex_phrasing
biomistral,42802,false_negative,insomnia,,['anxiety'],other
biomistral,42802,false_negative,lack of other thyroid symptoms,,['anxiety'],complex_phrasing
biomistral,42815,false_negative,decreased appetite,,['none'],other
biomistral,42815,false_negative,weight stable,,['none'],other
biomistral,42815,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,42815,false_negative,insomnia,,['none'],other
biomistral,42815,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,42823,false_negative,decreased appetite,,['none'],other
biomistral,42823,false_negative,weight stable,,['none'],other
biomistral,42823,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,42823,false_negative,insomnia,,['none'],other
biomistral,42823,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,42837,false_negative,decreased appetite,,['none'],other
biomistral,42837,false_negative,weight stable,,['none'],other
biomistral,42837,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,42837,false_negative,insomnia,,['none'],other
biomistral,42837,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,42930,false_negative,decreased appetite,,['none'],other
biomistral,42930,false_negative,weight stable,,['none'],other
biomistral,42930,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,42930,false_negative,insomnia,,['none'],other
biomistral,42930,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,43003,false_negative,decreased appetite,,['none'],other
biomistral,43003,false_negative,weight stable,,['none'],other
biomistral,43003,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,43003,false_negative,insomnia,,['none'],other
biomistral,43003,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,43054,false_positive,nervousness,"['Insomnia', 'Decreased-appetite', 'anxious-OR-nervous', 'Weight-stable', 'Lack-of-other-thyroid-sym",,other
biomistral,43054,false_negative,decreased appetite,,['nervousness'],other
biomistral,43054,false_negative,weight stable,,['nervousness'],other
biomistral,43054,false_negative,anxious or nervous,,['nervousness'],complex_phrasing
biomistral,43054,false_negative,insomnia,,['nervousness'],other
biomistral,43054,false_negative,lack of other thyroid symptoms,,['nervousness'],complex_phrasing
biomistral,43074,false_negative,decreased appetite,,['none'],other
biomistral,43074,false_negative,weight stable,,['none'],other
biomistral,43074,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,43074,false_negative,insomnia,,['none'],other
biomistral,43074,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,43118,false_negative,decreased appetite,,['none'],other
biomistral,43118,false_negative,weight stable,,['none'],other
biomistral,43118,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,43118,false_negative,insomnia,,['none'],other
biomistral,43118,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,43241,false_positive,nervousness,"['Insomnia', 'Decreased-appetite', 'anxious-OR-nervous', 'Weight-stable', 'Lack-of-other-thyroid-sym",,other
biomistral,43241,false_negative,decreased appetite,,['nervousness'],other
biomistral,43241,false_negative,weight stable,,['nervousness'],other
biomistral,43241,false_negative,anxious or nervous,,['nervousness'],complex_phrasing
biomistral,43241,false_negative,insomnia,,['nervousness'],other
biomistral,43241,false_negative,lack of other thyroid symptoms,,['nervousness'],complex_phrasing
biomistral,43252,false_positive,nervousness,"['Insomnia', 'Decreased-appetite', 'anxious-OR-nervous', 'Weight-stable', 'Lack-of-other-thyroid-sym",,other
biomistral,43252,false_negative,decreased appetite,,['nervousness'],other
biomistral,43252,false_negative,weight stable,,['nervousness'],other
biomistral,43252,false_negative,anxious or nervous,,['nervousness'],complex_phrasing
biomistral,43252,false_negative,insomnia,,['nervousness'],other
biomistral,43252,false_negative,lack of other thyroid symptoms,,['nervousness'],complex_phrasing
biomistral,43311,false_negative,decreased appetite,,['none'],other
biomistral,43311,false_negative,weight stable,,['none'],other
biomistral,43311,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,43311,false_negative,insomnia,,['none'],other
biomistral,43311,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,43368,false_negative,decreased appetite,,['none'],other
biomistral,43368,false_negative,weight stable,,['none'],other
biomistral,43368,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,43368,false_negative,insomnia,,['none'],other
biomistral,43368,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,43451,false_negative,decreased appetite,,['none'],other
biomistral,43451,false_negative,weight stable,,['none'],other
biomistral,43451,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,43451,false_negative,insomnia,,['none'],other
biomistral,43451,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,43522,false_negative,decreased appetite,,['none'],other
biomistral,43522,false_negative,weight stable,,['none'],other
biomistral,43522,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,43522,false_negative,insomnia,,['none'],other
biomistral,43522,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,43546,false_negative,decreased appetite,,['none'],other
biomistral,43546,false_negative,weight stable,,['none'],other
biomistral,43546,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,43546,false_negative,insomnia,,['none'],other
biomistral,43546,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,43574,false_negative,decreased appetite,,['none'],other
biomistral,43574,false_negative,weight stable,,['none'],other
biomistral,43574,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,43574,false_negative,insomnia,,['none'],other
biomistral,43574,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,43669,false_positive,internal nervousness,"['Insomnia', 'Decreased-appetite', 'anxious-OR-nervous', 'Weight-stable', 'Lack-of-other-thyroid-sym",,boundary_mismatch
biomistral,43669,false_negative,decreased appetite,,['internal nervousness'],other
biomistral,43669,false_negative,weight stable,,['internal nervousness'],other
biomistral,43669,false_negative,anxious or nervous,,['internal nervousness'],complex_phrasing
biomistral,43669,false_negative,insomnia,,['internal nervousness'],other
biomistral,43669,false_negative,lack of other thyroid symptoms,,['internal nervousness'],complex_phrasing
biomistral,43693,false_negative,decreased appetite,,['none'],other
biomistral,43693,false_negative,weight stable,,['none'],other
biomistral,43693,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,43693,false_negative,insomnia,,['none'],other
biomistral,43693,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,43724,false_negative,decreased appetite,,['none'],other
biomistral,43724,false_negative,weight stable,,['none'],other
biomistral,43724,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,43724,false_negative,insomnia,,['none'],other
biomistral,43724,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,43819,false_negative,decreased appetite,,['none'],other
biomistral,43819,false_negative,weight stable,,['none'],other
biomistral,43819,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,43819,false_negative,insomnia,,['none'],other
biomistral,43819,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,43912,false_negative,decreased appetite,,['none'],other
biomistral,43912,false_negative,weight stable,,['none'],other
biomistral,43912,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,43912,false_negative,insomnia,,['none'],other
biomistral,43912,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,44005,false_positive,nervousness,"['Insomnia', 'Decreased-appetite', 'anxious-OR-nervous', 'Weight-stable', 'Lack-of-other-thyroid-sym",,other
biomistral,44005,false_negative,decreased appetite,,['nervousness'],other
biomistral,44005,false_negative,weight stable,,['nervousness'],other
biomistral,44005,false_negative,anxious or nervous,,['nervousness'],complex_phrasing
biomistral,44005,false_negative,insomnia,,['nervousness'],other
biomistral,44005,false_negative,lack of other thyroid symptoms,,['nervousness'],complex_phrasing
biomistral,44028,false_positive,nervousness,"['Insomnia', 'Decreased-appetite', 'anxious-OR-nervous', 'Weight-stable', 'Lack-of-other-thyroid-sym",,other
biomistral,44028,false_negative,decreased appetite,,['nervousness'],other
biomistral,44028,false_negative,weight stable,,['nervousness'],other
biomistral,44028,false_negative,anxious or nervous,,['nervousness'],complex_phrasing
biomistral,44028,false_negative,insomnia,,['nervousness'],other
biomistral,44028,false_negative,lack of other thyroid symptoms,,['nervousness'],complex_phrasing
biomistral,44061,false_negative,decreased appetite,,['none'],other
biomistral,44061,false_negative,weight stable,,['none'],other
biomistral,44061,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,44061,false_negative,insomnia,,['none'],other
biomistral,44061,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,44247,false_negative,decreased appetite,,['none'],other
biomistral,44247,false_negative,weight stable,,['none'],other
biomistral,44247,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,44247,false_negative,insomnia,,['none'],other
biomistral,44247,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,44254,false_negative,decreased appetite,,['none'],other
biomistral,44254,false_negative,weight stable,,['none'],other
biomistral,44254,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,44254,false_negative,insomnia,,['none'],other
biomistral,44254,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,44299,false_negative,decreased appetite,,['none'],other
biomistral,44299,false_negative,weight stable,,['none'],other
biomistral,44299,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,44299,false_negative,insomnia,,['none'],other
biomistral,44299,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,44328,false_negative,decreased appetite,,['none'],other
biomistral,44328,false_negative,weight stable,,['none'],other
biomistral,44328,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,44328,false_negative,insomnia,,['none'],other
biomistral,44328,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,44364,false_negative,decreased appetite,,['none'],other
biomistral,44364,false_negative,weight stable,,['none'],other
biomistral,44364,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,44364,false_negative,insomnia,,['none'],other
biomistral,44364,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,44382,false_negative,decreased appetite,,['none'],other
biomistral,44382,false_negative,weight stable,,['none'],other
biomistral,44382,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,44382,false_negative,insomnia,,['none'],other
biomistral,44382,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,44390,false_negative,decreased appetite,,['none'],other
biomistral,44390,false_negative,weight stable,,['none'],other
biomistral,44390,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,44390,false_negative,insomnia,,['none'],other
biomistral,44390,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,44391,false_negative,decreased appetite,,['none'],other
biomistral,44391,false_negative,weight stable,,['none'],other
biomistral,44391,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,44391,false_negative,insomnia,,['none'],other
biomistral,44391,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,44480,false_negative,decreased appetite,,['none'],other
biomistral,44480,false_negative,weight stable,,['none'],other
biomistral,44480,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,44480,false_negative,insomnia,,['none'],other
biomistral,44480,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,44534,false_negative,decreased appetite,,['none'],other
biomistral,44534,false_negative,weight stable,,['none'],other
biomistral,44534,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,44534,false_negative,insomnia,,['none'],other
biomistral,44534,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,44544,false_negative,decreased appetite,,['none'],other
biomistral,44544,false_negative,weight stable,,['none'],other
biomistral,44544,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,44544,false_negative,insomnia,,['none'],other
biomistral,44544,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,44586,false_positive,nervousness,"['Insomnia', 'Decreased-appetite', 'anxious-OR-nervous', 'Weight-stable', 'Lack-of-other-thyroid-sym",,other
biomistral,44586,false_negative,decreased appetite,,['nervousness'],other
biomistral,44586,false_negative,weight stable,,['nervousness'],other
biomistral,44586,false_negative,anxious or nervous,,['nervousness'],complex_phrasing
biomistral,44586,false_negative,insomnia,,['nervousness'],other
biomistral,44586,false_negative,lack of other thyroid symptoms,,['nervousness'],complex_phrasing
biomistral,44612,false_negative,decreased appetite,,['none'],other
biomistral,44612,false_negative,weight stable,,['none'],other
biomistral,44612,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,44612,false_negative,insomnia,,['none'],other
biomistral,44612,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,44641,false_negative,decreased appetite,,['none'],other
biomistral,44641,false_negative,weight stable,,['none'],other
biomistral,44641,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,44641,false_negative,insomnia,,['none'],other
biomistral,44641,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,44815,false_positive,anxiety,"['Insomnia', 'Decreased-appetite', 'anxious-OR-nervous', 'Weight-stable', 'Lack-of-other-thyroid-sym",,other
biomistral,44815,false_negative,decreased appetite,,['anxiety'],other
biomistral,44815,false_negative,weight stable,,['anxiety'],other
biomistral,44815,false_negative,anxious or nervous,,['anxiety'],complex_phrasing
biomistral,44815,false_negative,insomnia,,['anxiety'],other
biomistral,44815,false_negative,lack of other thyroid symptoms,,['anxiety'],complex_phrasing
biomistral,44844,false_negative,decreased appetite,,['none'],other
biomistral,44844,false_negative,weight stable,,['none'],other
biomistral,44844,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,44844,false_negative,insomnia,,['none'],other
biomistral,44844,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,44866,false_positive,nervousness,"['Insomnia', 'Decreased-appetite', 'anxious-OR-nervous', 'Weight-stable', 'Lack-of-other-thyroid-sym",,other
biomistral,44866,false_negative,decreased appetite,,['nervousness'],other
biomistral,44866,false_negative,weight stable,,['nervousness'],other
biomistral,44866,false_negative,anxious or nervous,,['nervousness'],complex_phrasing
biomistral,44866,false_negative,insomnia,,['nervousness'],other
biomistral,44866,false_negative,lack of other thyroid symptoms,,['nervousness'],complex_phrasing
biomistral,44921,false_positive,nervousness,"['Insomnia', 'Decreased-appetite', 'anxious-OR-nervous', 'Weight-stable', 'Lack-of-other-thyroid-sym",,other
biomistral,44921,false_negative,decreased appetite,,['nervousness'],other
biomistral,44921,false_negative,weight stable,,['nervousness'],other
biomistral,44921,false_negative,anxious or nervous,,['nervousness'],complex_phrasing
biomistral,44921,false_negative,insomnia,,['nervousness'],other
biomistral,44921,false_negative,lack of other thyroid symptoms,,['nervousness'],complex_phrasing
biomistral,44958,false_negative,decreased appetite,,['none'],other
biomistral,44958,false_negative,weight stable,,['none'],other
biomistral,44958,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,44958,false_negative,insomnia,,['none'],other
biomistral,44958,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,45218,false_negative,decreased appetite,,['none'],other
biomistral,45218,false_negative,weight stable,,['none'],other
biomistral,45218,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,45218,false_negative,insomnia,,['none'],other
biomistral,45218,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,45266,false_negative,decreased appetite,,['none'],other
biomistral,45266,false_negative,weight stable,,['none'],other
biomistral,45266,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,45266,false_negative,insomnia,,['none'],other
biomistral,45266,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,45497,false_negative,decreased appetite,,['none'],other
biomistral,45497,false_negative,weight stable,,['none'],other
biomistral,45497,false_negative,anxious or nervous,,['none'],complex_phrasing
biomistral,45497,false_negative,insomnia,,['none'],other
biomistral,45497,false_negative,lack of other thyroid symptoms,,['none'],complex_phrasing
biomistral,50072,false_positive,palpitations,"['Associated-SOB-OR-Associated-shortness-of-breath', 'Episodes-of-heart-racing', 'Associated-throat-",,other
biomistral,50072,false_negative,associated feeling of impending doom,,['palpitations'],complex_phrasing
biomistral,50072,false_negative,episodes of heart racing,,['palpitations'],complex_phrasing
biomistral,50072,false_negative,associated sob or associated shortness of breath,,['palpitations'],complex_phrasing
biomistral,50072,false_negative,associated nausea,,['palpitations'],other
biomistral,50072,false_negative,associated throat tightness,,['palpitations'],complex_phrasing
biomistral,50072,false_negative,feels hot or feels clammy,,['palpitations'],complex_phrasing
biomistral,50072,false_negative,fatigue or difficulty concentrating,,['palpitations'],complex_phrasing
biomistral,50072,false_negative,episode of hand numbness or episode of finger numbness,,['palpitations'],complex_phrasing
biomistral,50199,false_positive,palpitations,"['Associated-SOB-OR-Associated-shortness-of-breath', 'Episodes-of-heart-racing', 'Associated-throat-",,other
biomistral,50199,false_negative,associated feeling of impending doom,,['palpitations'],complex_phrasing
biomistral,50199,false_negative,episodes of heart racing,,['palpitations'],complex_phrasing
biomistral,50199,false_negative,associated sob or associated shortness of breath,,['palpitations'],complex_phrasing
biomistral,50199,false_negative,associated nausea,,['palpitations'],other
biomistral,50199,false_negative,associated throat tightness,,['palpitations'],complex_phrasing
biomistral,50199,false_negative,feels hot or feels clammy,,['palpitations'],complex_phrasing
biomistral,50199,false_negative,fatigue or difficulty concentrating,,['palpitations'],complex_phrasing
biomistral,50199,false_negative,episode of hand numbness or episode of finger numbness,,['palpitations'],complex_phrasing
biomistral,50375,false_positive,palpitations,"['Associated-SOB-OR-Associated-shortness-of-breath', 'Episodes-of-heart-racing', 'Associated-throat-",,other
biomistral,50375,false_negative,associated feeling of impending doom,,['palpitations'],complex_phrasing
biomistral,50375,false_negative,episodes of heart racing,,['palpitations'],complex_phrasing
biomistral,50375,false_negative,associated sob or associated shortness of breath,,['palpitations'],complex_phrasing
biomistral,50375,false_negative,associated nausea,,['palpitations'],other
biomistral,50375,false_negative,associated throat tightness,,['palpitations'],complex_phrasing
biomistral,50375,false_negative,feels hot or feels clammy,,['palpitations'],complex_phrasing
biomistral,50375,false_negative,fatigue or difficulty concentrating,,['palpitations'],complex_phrasing
biomistral,50375,false_negative,episode of hand numbness or episode of finger numbness,,['palpitations'],complex_phrasing
biomistral,50535,false_positive,palpitations,"['Associated-SOB-OR-Associated-shortness-of-breath', 'Episodes-of-heart-racing', 'Associated-throat-",,other
biomistral,50535,false_negative,associated feeling of impending doom,,['palpitations'],complex_phrasing
biomistral,50535,false_negative,episodes of heart racing,,['palpitations'],complex_phrasing
biomistral,50535,false_negative,associated sob or associated shortness of breath,,['palpitations'],complex_phrasing
biomistral,50535,false_negative,associated nausea,,['palpitations'],other
biomistral,50535,false_negative,associated throat tightness,,['palpitations'],complex_phrasing
biomistral,50535,false_negative,feels hot or feels clammy,,['palpitations'],complex_phrasing
biomistral,50535,false_negative,fatigue or difficulty concentrating,,['palpitations'],complex_phrasing
biomistral,50535,false_negative,episode of hand numbness or episode of finger numbness,,['palpitations'],complex_phrasing
biomistral,50541,false_positive,palpitations racing heart chest tightness dyspnea nausea chest pain numbness tingling in fingers perioral tingling or spasms headache changes in vision chest pain retrosternally with pressure wheezing abd pain dysuria muscle weakness,"['Associated-SOB-OR-Associated-shortness-of-breath', 'Episodes-of-heart-racing', 'Associated-throat-",,boundary_mismatch
biomistral,50541,false_negative,associated feeling of impending doom,,['palpitations racing heart chest tightness dyspnea nausea chest pain numbness tingling in fingers p,complex_phrasing
biomistral,50541,false_negative,episodes of heart racing,,['palpitations racing heart chest tightness dyspnea nausea chest pain numbness tingling in fingers p,complex_phrasing
biomistral,50541,false_negative,associated sob or associated shortness of breath,,['palpitations racing heart chest tightness dyspnea nausea chest pain numbness tingling in fingers p,complex_phrasing
biomistral,50541,false_negative,associated nausea,,['palpitations racing heart chest tightness dyspnea nausea chest pain numbness tingling in fingers p,other
biomistral,50541,false_negative,associated throat tightness,,['palpitations racing heart chest tightness dyspnea nausea chest pain numbness tingling in fingers p,complex_phrasing
biomistral,50541,false_negative,feels hot or feels clammy,,['palpitations racing heart chest tightness dyspnea nausea chest pain numbness tingling in fingers p,complex_phrasing
biomistral,50541,false_negative,fatigue or difficulty concentrating,,['palpitations racing heart chest tightness dyspnea nausea chest pain numbness tingling in fingers p,complex_phrasing
biomistral,50541,false_negative,episode of hand numbness or episode of finger numbness,,['palpitations racing heart chest tightness dyspnea nausea chest pain numbness tingling in fingers p,complex_phrasing
biomistral,50571,false_negative,associated feeling of impending doom,,['none'],complex_phrasing
biomistral,50571,false_negative,episodes of heart racing,,['none'],complex_phrasing
biomistral,50571,false_negative,associated sob or associated shortness of breath,,['none'],complex_phrasing
biomistral,50571,false_negative,associated nausea,,['none'],other
biomistral,50571,false_negative,associated throat tightness,,['none'],complex_phrasing
biomistral,50571,false_negative,feels hot or feels clammy,,['none'],complex_phrasing
biomistral,50571,false_negative,fatigue or difficulty concentrating,,['none'],complex_phrasing
biomistral,50571,false_negative,episode of hand numbness or episode of finger numbness,,['none'],complex_phrasing
biomistral,50574,false_positive,palpitations,"['Associated-SOB-OR-Associated-shortness-of-breath', 'Episodes-of-heart-racing', 'Associated-throat-",,other
biomistral,50574,false_negative,associated feeling of impending doom,,['palpitations'],complex_phrasing
biomistral,50574,false_negative,episodes of heart racing,,['palpitations'],complex_phrasing
biomistral,50574,false_negative,associated sob or associated shortness of breath,,['palpitations'],complex_phrasing
biomistral,50574,false_negative,associated nausea,,['palpitations'],other
biomistral,50574,false_negative,associated throat tightness,,['palpitations'],complex_phrasing
biomistral,50574,false_negative,feels hot or feels clammy,,['palpitations'],complex_phrasing
biomistral,50574,false_negative,fatigue or difficulty concentrating,,['palpitations'],complex_phrasing
